SerialNo,Id,DeptSn,StateOfOrigin,Sex,Age,Engscore,Subj2,Subj2Score,Subj3,Subj3Score,Subj4,Subj4Score,TotalScore,F12tChoice,faculty,dept
1177,11680,385,26,1,24,52,4,52,5,64,12,46,214,ABUJA,Faculty of Social Science,21
1178,11688,393,20,2,28,58,4,53,5,48,12,54,213,ABUJA,Faculty of Social Science,21
1179,11741,446,9,1,22,48,7,55,4,46,5,62,211,ABUJA,Faculty of Social Science,21
1180,11817,522,34,1,22,60,7,51,5,59,13,38,208,ABUJA,Faculty of Social Science,21
1181,13079,4,3,2,25,56,4,64,5,68,1,62,250,ABUJA,Faculty of Management Sciences,22
1182,13083,8,37,2,17,51,4,62,5,80,1,50,243,ABUJA,Faculty of Management Sciences,22
1183,13089,14,4,2,26,65,4,61,5,61,1,50,237,ABUJA,Faculty of Management Sciences,22
1184,13094,19,14,2,16,60,4,64,5,54,1,57,235,ABUJA,Faculty of Management Sciences,22
1185,13100,25,28,1,25,44,4,59,5,69,1,62,234,ABUJA,Faculty of Management Sciences,22
1186,13101,26,16,1,18,58,4,64,5,52,1,60,234,ABUJA,Faculty of Management Sciences,22
1187,13107,32,14,1,26,55,4,68,5,62,1,48,233,ABUJA,Faculty of Management Sciences,22
1188,13112,37,1,2,19,54,4,55,5,66,1,57,232,ABUJA,Faculty of Management Sciences,22
1189,13115,40,28,1,39,71,4,53,5,55,1,52,231,ABUJA,Faculty of Management Sciences,22
1190,13120,45,22,1,18,51,4,66,5,62,1,52,231,ABUJA,Faculty of Management Sciences,22
1191,13125,50,14,2,21,54,4,50,5,66,1,60,230,ABUJA,Faculty of Social Science,23
1192,13129,54,4,1,22,66,4,59,5,45,1,58,228,ABUJA,Faculty of Management Sciences,22
1193,13132,57,4,2,30,42,4,60,5,51,1,74,227,ABUJA,Faculty of Management Sciences,22
1194,13133,58,22,1,23,66,4,55,5,61,1,45,227,ABUJA,Faculty of Management Sciences,22
1195,13134,59,27,1,18,66,4,48,5,52,1,60,226,ABUJA,Faculty of Management Sciences,22
1196,13136,61,1,2,20,54,3,60,4,70,1,42,226,ABUJA,Faculty of Management Sciences,22
1197,13141,66,18,1,18,52,4,59,5,61,1,53,225,ABUJA,Faculty of Management Sciences,22
1198,13149,74,1,1,18,53,4,64,5,52,1,55,224,ABUJA,Faculty of Management Sciences,22
1199,13152,77,22,2,20,52,4,53,5,66,1,53,224,ABUJA,Faculty of Management Sciences,22
1200,13155,80,10,2,22,65,4,59,5,48,1,52,224,ABUJA,Faculty of Management Sciences,22
1201,13159,84,24,2,23,42,4,52,5,62,1,68,224,ABUJA,Faculty of Management Sciences,22
1202,13170,95,27,1,19,53,4,64,5,57,1,48,222,ABUJA,Faculty of Management Sciences,22
1203,13171,96,10,1,17,47,4,53,5,69,1,53,222,ABUJA,Faculty of Management Sciences,22
1204,13187,112,11,1,22,56,4,55,5,57,1,52,220,ABUJA,Faculty of Management Sciences,22
1205,13188,113,16,2,23,67,4,46,5,52,1,55,220,ABUJA,Faculty of Management Sciences,22
1206,13189,114,16,1,24,45,4,66,5,59,1,50,220,ABUJA,Faculty of Management Sciences,22
1207,13194,119,4,1,22,55,4,52,5,61,1,52,220,ABUJA,Faculty of Management Sciences,22
1208,13196,121,1,1,24,52,4,61,5,55,1,52,220,ABUJA,Faculty of Management Sciences,22
1209,13217,142,7,2,21,52,4,52,5,54,1,60,218,ABUJA,Faculty of Management Sciences,22
1210,13221,146,23,2,22,58,4,55,5,52,1,53,218,ABUJA,Faculty of Management Sciences,22
1211,13227,152,22,1,24,53,4,53,5,54,1,57,217,ABUJA,Faculty of Management Sciences,22
1212,13236,161,1,2,21,56,4,59,5,50,1,52,217,ABUJA,Faculty of Management Sciences,22
1213,13238,163,13,2,17,67,4,57,5,41,1,52,217,ABUJA,Faculty of Management Sciences,22
1214,13240,165,12,1,21,57,4,62,5,54,1,43,216,ABUJA,Faculty of Management Sciences,22
1215,13250,175,13,2,18,54,4,57,5,57,1,48,216,ABUJA,Faculty of Management Sciences,22
1216,13255,180,28,2,23,57,4,62,5,48,1,47,214,ABUJA,Faculty of Management Sciences,22
1217,13257,182,29,1,20,68,3,66,5,40,1,40,214,ABUJA,Faculty of Management Sciences,22
1218,13262,187,14,1,27,56,4,53,5,52,1,53,214,ABUJA,Faculty of Management Sciences,22
1219,13272,197,4,1,22,61,4,42,5,62,1,48,213,ABUJA,Faculty of Management Sciences,22
1220,13273,198,9,2,20,55,4,57,5,54,1,47,213,ABUJA,Faculty of Management Sciences,22
1221,13283,208,1,2,24,49,4,59,5,52,1,53,213,ABUJA,Faculty of Management Sciences,22
1222,13284,209,23,1,33,46,4,53,5,61,1,53,213,ABUJA,Faculty of Management Sciences,22
1223,13294,219,29,1,25,49,4,57,5,54,1,52,212,ABUJA,Faculty of Management Sciences,22
1224,13310,235,22,2,21,48,4,46,5,62,1,55,211,ABUJA,Faculty of Management Sciences,22
1225,13316,241,7,1,32,42,4,52,5,69,1,48,211,ABUJA,Faculty of Management Sciences,22
1226,13331,256,37,1,21,47,4,53,5,45,1,65,210,ABUJA,Faculty of Management Sciences,22
1227,13333,258,3,1,20,45,3,44,5,66,1,55,210,ABUJA,Faculty of Management Sciences,22
1228,13338,263,7,1,20,61,4,42,5,54,1,53,210,ABUJA,Faculty of Management Sciences,22
1229,13342,267,16,2,25,48,4,61,5,59,1,42,210,ABUJA,Faculty of Management Sciences,22
1230,13343,268,9,1,24,53,4,46,5,64,1,47,210,ABUJA,Faculty of Management Sciences,22
1231,13374,299,7,1,18,43,4,59,5,52,1,55,209,ABUJA,Faculty of Management Sciences,22
1232,13381,306,13,1,22,54,4,50,5,57,1,47,208,ABUJA,Faculty of Education,7
1233,13382,307,12,2,18,68,4,52,5,42,1,46,208,ABUJA,Faculty of Management Sciences,1
1234,13408,333,18,2,19,41,4,50,5,66,1,50,207,ABUJA,Faculty of Management Sciences,22
1235,13421,346,30,2,22,42,4,59,5,57,1,48,206,ABUJA,Faculty of Management Sciences,22
1236,13428,353,37,1,24,47,4,52,5,55,1,52,206,ABUJA,Faculty of Management Sciences,22
1237,13431,356,18,2,23,54,4,52,5,50,1,50,206,ABUJA,Faculty of Management Sciences,22
1238,13433,358,22,2,23,51,4,52,5,47,1,55,205,ABUJA,Faculty of Management Sciences,22
1239,13480,405,37,1,24,47,4,50,5,48,1,58,203,ABUJA,Faculty of Management Sciences,22
1240,13495,420,22,1,23,46,4,53,5,54,1,50,203,ABUJA,Faculty of Management Sciences,22
1241,13498,423,26,1,18,45,4,53,5,47,1,57,202,ABUJA,Faculty of Management Sciences,22
1242,13534,459,11,2,20,49,4,50,5,55,1,47,201,ABUJA,Faculty of Management Sciences,22
1243,13545,470,10,2,20,47,4,46,5,55,1,52,200,ABUJA,Faculty of Management Sciences,22
1244,13630,555,27,1,19,45,4,52,5,48,1,52,197,ABUJA,Faculty of Education,7
1245,13633,558,18,2,20,47,4,48,5,52,1,50,197,ABUJA,Faculty of Management Sciences,22
1246,13648,573,24,2,21,49,4,44,5,50,1,53,196,ABUJA,Faculty of Management Sciences,22
1247,13674,599,11,1,18,45,4,42,5,57,1,52,196,ABUJA,Faculty of Management Sciences,22
1248,13752,677,26,1,19,51,4,55,5,39,1,48,193,ABUJA,Faculty of Management Sciences,22
1249,13769,694,34,1,24,46,4,53,5,36,1,57,192,ABUJA,Faculty of Management Sciences,22
1250,13771,696,23,1,19,49,4,50,5,48,1,45,192,ABUJA,Faculty of Management Sciences,22
1251,13779,704,9,1,22,48,4,52,5,44,1,48,192,ABUJA,Faculty of Management Sciences,22
1252,13787,712,23,2,20,58,4,38,5,54,1,42,192,ABUJA,Faculty of Management Sciences,22
1253,13859,784,25,1,26,47,3,41,5,43,1,58,189,ABUJA,Faculty of Management Sciences,22
1254,13867,792,15,2,40,52,4,50,5,45,1,42,189,ABUJA,Faculty of Management Sciences,22
1255,13901,826,26,1,19,35,4,41,5,68,1,43,187,ABUJA,Faculty of Management Sciences,22
1256,14082,1,27,2,18,63,5,80,12,64,13,79,286,ABUJA,Faculty of Social Science,23
1257,14083,2,27,1,19,60,7,55,5,98,13,46,259,ABUJA,Faculty of Social Science,23
1258,14084,3,4,1,20,79,4,59,5,52,13,65,255,ABUJA,Faculty of Social Science,23
1259,14087,6,11,2,19,53,7,60,4,73,5,61,247,ABUJA,Faculty of Social Science,23
1260,14091,10,7,1,29,60,7,67,6,43,5,75,245,ABUJA,Faculty of Education,4
1261,14094,13,16,2,29,61,7,67,5,71,13,44,243,ABUJA,Faculty of Social Science,23
1262,14097,16,14,1,23,57,7,72,5,50,13,62,241,ABUJA,Faculty of Social Science,23
1263,14100,19,4,2,20,56,7,61,5,59,13,64,240,ABUJA,Faculty of Social Science,23
1264,14101,20,14,2,20,53,7,63,4,50,5,73,239,ABUJA,Faculty of Social Science,23
1265,14104,23,10,2,20,51,7,72,4,57,5,57,237,ABUJA,Faculty of Education,4
1266,14106,25,13,2,19,55,7,61,5,68,13,52,236,ABUJA,Faculty of Social Science,23
1267,14107,26,7,1,20,69,7,52,5,48,13,67,236,ABUJA,Faculty of Social Science,23
1268,14109,28,30,2,21,55,4,71,5,66,13,43,235,ABUJA,Faculty of Social Science,23
1269,14114,33,22,1,18,64,4,50,6,66,5,52,232,ABUJA,Faculty of Social Science,23
1270,14115,34,22,2,19,57,7,54,5,62,13,59,232,ABUJA,Faculty of Social Science,23
1271,14116,35,30,1,23,63,4,52,5,78,13,39,232,ABUJA,Faculty of Social Science,23
1272,14117,36,9,1,20,48,4,71,5,50,13,62,231,ABUJA,Faculty of Social Science,23
1273,14118,37,14,1,18,67,7,57,4,50,5,57,231,ABUJA,Faculty of Social Science,23
1274,14119,38,3,2,23,63,7,63,4,48,5,57,231,ABUJA,Faculty of Social Science,23
1275,14121,40,4,2,19,57,7,57,5,61,13,56,231,ABUJA,Faculty of Social Science,23
1276,14122,41,12,2,16,70,7,58,5,48,13,54,230,ABUJA,Faculty of Social Science,23
1277,14124,43,22,1,18,47,7,57,5,68,13,57,229,ABUJA,Faculty of Social Science,23
1278,14125,44,7,1,23,70,5,64,14,39,13,56,229,ABUJA,Faculty of Social Science,23
1279,14126,45,22,2,17,74,7,55,5,48,13,52,229,ABUJA,Faculty of Social Science,23
1280,14127,46,22,2,21,57,5,64,12,57,13,51,229,ABUJA,Faculty of Education,7
1281,14131,50,16,1,24,56,7,42,4,62,5,68,228,ABUJA,Faculty of Social Science,23
1282,14132,51,4,2,20,57,7,63,5,59,13,49,228,ABUJA,Faculty of Social Science,23
1283,14134,53,14,2,18,60,4,55,5,61,13,51,227,ABUJA,Faculty of Social Science,23
1284,14135,54,7,1,29,54,7,69,4,50,5,54,227,ABUJA,Faculty of Social Science,23
1285,14136,55,14,1,24,64,7,69,4,55,5,39,227,ABUJA,Faculty of Social Science,23
1286,14137,56,1,2,18,52,4,55,5,68,13,52,227,ABUJA,Faculty of Social Science,23
1287,14138,57,37,2,17,52,4,59,5,55,13,61,227,ABUJA,Faculty of Social Science,23
1288,14139,58,26,2,18,56,4,50,5,71,13,49,226,ABUJA,Faculty of Social Science,23
1289,14140,59,22,1,20,52,7,63,4,64,5,47,226,ABUJA,Faculty of Social Science,23
1290,14141,60,20,1,17,55,4,66,6,53,5,52,226,ABUJA,Faculty of Social Science,23
1291,14143,62,28,2,22,61,7,46,4,48,5,71,226,ABUJA,Faculty of Social Science,23
1292,14144,63,37,1,22,53,7,45,4,56,5,72,226,ABUJA,Faculty of Social Science,23
1293,14147,66,2,2,18,63,7,58,5,50,13,54,225,ABUJA,Faculty of Social Science,23
1294,14148,67,4,2,18,51,7,63,5,55,13,56,225,ABUJA,Faculty of Social Science,23
1295,14149,68,7,2,18,55,7,64,5,55,13,51,225,ABUJA,Faculty of Social Science,23
1296,14152,71,13,2,21,72,4,50,6,56,5,47,225,ABUJA,Faculty of Social Science,23
1297,14154,73,20,1,34,55,5,62,19,52,12,55,224,ABUJA,Faculty of Social Science,23
1298,14156,75,9,1,28,61,4,66,5,45,13,52,224,ABUJA,Faculty of Social Science,23
1299,14157,76,1,1,26,62,7,57,4,62,5,43,224,ABUJA,Faculty of Social Science,23
1300,14158,77,22,1,24,43,4,55,5,61,14,65,224,ABUJA,Faculty of Social Science,23
1301,14159,78,3,2,18,46,7,52,5,61,13,65,224,ABUJA,Faculty of Social Science,23
1302,14162,81,18,2,24,53,7,43,4,61,5,66,223,ABUJA,Faculty of Social Science,23
1303,14163,82,30,1,16,67,7,60,5,45,13,51,223,ABUJA,Faculty of Social Science,23
1304,14164,83,16,2,22,54,7,58,4,50,5,61,223,ABUJA,Faculty of Social Science,23
1305,14170,89,11,1,21,53,7,66,5,59,16,44,222,ABUJA,Faculty of Social Science,23
1306,14171,90,14,1,20,45,4,44,5,76,13,57,222,ABUJA,Faculty of Social Science,23
1307,14173,92,2,2,18,53,7,57,5,61,13,51,222,ABUJA,Faculty of Social Science,23
1308,14174,93,23,2,21,52,7,66,5,54,13,49,221,ABUJA,Faculty of Social Science,23
1309,14175,94,7,2,21,60,7,49,5,55,13,57,221,ABUJA,Faculty of Arts,19
1310,14176,95,18,2,16,53,7,58,4,48,5,62,221,ABUJA,Faculty of Social Science,23
1311,14184,103,29,1,21,51,4,57,5,50,13,61,219,ABUJA,Faculty of Social Science,23
1312,14186,105,37,1,21,58,4,52,5,55,13,54,219,ABUJA,Faculty of Social Science,23
1313,14187,106,22,1,21,61,7,46,4,55,5,57,219,ABUJA,Faculty of Social Science,23
1314,14190,109,34,2,20,65,4,42,5,71,13,41,219,ABUJA,Faculty of Social Science,23
1315,14191,110,12,2,20,49,4,59,6,45,5,66,219,ABUJA,Faculty of Social Science,23
1316,14194,113,8,2,18,55,7,60,6,57,5,47,219,ABUJA,Faculty of Social Science,23
1317,14195,114,28,2,19,51,7,55,4,62,5,50,218,ABUJA,Faculty of Education,7
1318,14205,124,31,1,19,48,7,57,4,50,5,62,217,ABUJA,Faculty of Social Science,23
1319,14212,131,9,1,22,45,7,45,4,53,5,73,216,ABUJA,Faculty of Social Science,23
1320,14213,132,31,1,27,55,7,55,4,61,5,45,216,ABUJA,Faculty of Social Science,23
1321,14215,134,15,1,20,63,4,57,5,48,13,48,216,ABUJA,Faculty of Social Science,23
1322,14237,156,11,2,25,74,7,48,4,38,5,54,214,ABUJA,Faculty of Social Science,23
1323,14246,165,19,2,21,44,5,54,19,64,12,52,214,ABUJA,Faculty of Social Science,23
1324,14257,176,26,1,16,44,4,68,6,51,5,50,213,ABUJA,Faculty of Social Science,23
1325,14261,180,19,2,17,60,5,52,12,49,13,51,212,ABUJA,Faculty of Social Science,23
1326,14274,193,27,1,19,50,4,50,5,52,13,60,212,ABUJA,Faculty of Education,5
1327,14305,224,21,1,19,46,7,52,4,66,5,46,210,ABUJA,Faculty of Social Science,23
1328,14308,227,25,1,19,45,7,55,6,51,5,59,210,ABUJA,Faculty of Social Science,23
1329,14312,231,23,2,20,55,4,62,5,50,12,42,209,ABUJA,Faculty of Social Science,23
1330,14318,237,26,2,21,44,5,59,12,52,13,54,209,ABUJA,Faculty of Social Science,23
1331,14331,250,34,2,19,50,4,48,5,52,13,58,208,ABUJA,Faculty of Social Science,23
1332,14352,271,5,2,20,47,4,55,5,50,12,54,206,ABUJA,Faculty of Social Science,23
1333,14915,1,37,1,22,73,2,81,4,66,6,62,282,ABUJA,Faculty of Social Science,14
1334,14916,2,2,1,23,64,2,98,9,34,6,46,242,ABUJA,Faculty of Social Science,14
1335,14917,3,7,1,25,54,11,65,6,54,10,66,239,ABUJA,Faculty of Social Science,14
1336,14918,4,9,1,22,70,11,54,4,61,6,54,239,ABUJA,Faculty of Social Science,14
1337,14919,5,25,2,19,65,11,47,2,89,6,34,235,ABUJA,Faculty of Social Science,14
1338,14920,6,12,1,19,65,4,66,6,60,1,35,226,ABUJA,Faculty of Social Science,14
1339,14922,8,37,1,24,49,2,64,4,61,6,50,224,ABUJA,Faculty of Social Science,14
1340,14923,9,7,1,23,57,2,61,9,59,6,46,223,ABUJA,Faculty of Social Science,14
1341,14925,11,23,1,21,51,2,71,6,59,10,40,221,ABUJA,Faculty of Social Science,14
1342,14926,12,26,2,18,70,4,44,6,57,5,50,221,ABUJA,Faculty of Social Science,14
1343,14928,14,22,1,24,60,11,47,2,62,6,51,220,ABUJA,Faculty of Social Science,14
1344,14929,15,28,1,32,53,6,53,1,58,10,56,220,ABUJA,Faculty of Social Science,14
1345,14931,17,10,1,20,50,2,66,6,50,1,52,218,ABUJA,Faculty of Social Science,14
1346,14933,19,12,1,27,54,11,52,4,52,6,59,217,ABUJA,Faculty of Social Science,14
1347,14934,20,4,1,19,60,4,48,6,54,5,55,217,ABUJA,Faculty of Social Science,14
1348,14935,21,34,2,21,46,11,46,2,74,6,51,217,ABUJA,Faculty of Social Science,14
1349,14936,22,11,1,21,57,9,61,6,54,10,44,216,ABUJA,Faculty of Social Science,14
1350,14937,23,10,1,17,68,4,56,6,46,5,46,216,ABUJA,Faculty of Social Science,14
1351,14938,24,37,1,22,55,6,57,1,53,10,51,216,ABUJA,Faculty of Social Science,14
1352,14940,26,15,1,30,66,2,41,9,47,6,59,213,ABUJA,Faculty of Social Science,14
1353,14941,27,22,2,21,53,4,55,6,53,1,52,213,ABUJA,Faculty of Social Science,14
1354,14943,29,30,1,24,60,4,50,6,52,1,50,212,ABUJA,Faculty of Social Science,14
1355,14945,31,23,1,20,84,2,44,9,31,6,52,211,ABUJA,Faculty of Social Science,14
1356,14946,32,1,2,21,42,11,46,2,77,6,46,211,ABUJA,Faculty of Social Science,14
1357,14947,33,31,1,18,49,9,52,6,62,10,47,210,ABUJA,Faculty of Social Science,14
1358,14948,34,18,2,25,44,2,76,9,42,6,46,208,ABUJA,Faculty of Social Science,14
1359,14949,35,7,1,22,62,4,52,6,50,10,44,208,ABUJA,Faculty of Social Science,14
1360,14950,36,30,1,23,56,4,55,6,46,1,50,207,ABUJA,Faculty of Social Science,14
1361,14951,37,23,1,26,65,2,41,6,56,1,45,207,ABUJA,Faculty of Social Science,14
1362,14952,38,13,1,23,44,11,52,2,53,6,57,206,ABUJA,Faculty of Social Science,14
1363,14953,39,9,1,18,51,2,53,6,60,1,42,206,ABUJA,Faculty of Social Science,14
1364,14954,40,4,1,19,50,2,62,6,52,1,42,206,ABUJA,Faculty of Social Science,14
1365,14955,41,24,1,20,49,2,51,6,46,1,60,206,ABUJA,Faculty of Social Science,14
1366,14957,43,19,1,21,46,11,47,2,62,6,51,206,ABUJA,Faculty of Social Science,14
1367,14958,44,22,1,18,58,11,36,6,46,5,66,206,ABUJA,Faculty of Social Science,14
1368,14959,45,22,1,22,48,11,46,6,54,1,58,206,ABUJA,Faculty of Social Science,14
1369,14960,46,22,1,21,54,9,45,6,48,1,58,205,ABUJA,Faculty of Social Science,14
1370,14961,47,28,1,19,54,11,47,2,53,6,51,205,ABUJA,Faculty of Social Science,14
1371,14962,48,37,1,21,53,6,51,5,48,1,52,204,ABUJA,Faculty of Social Science,14
1372,14963,49,12,2,17,51,4,59,6,51,1,43,204,ABUJA,Faculty of Social Science,14
1373,14964,50,22,1,22,40,11,46,2,74,6,44,204,ABUJA,Faculty of Social Science,14
1374,14966,52,22,1,19,55,6,56,1,43,10,49,203,ABUJA,Faculty of Social Science,14
1375,14967,53,22,1,26,46,11,48,4,44,6,64,202,ABUJA,Faculty of Social Science,14
1376,14968,54,31,2,28,39,2,54,4,53,6,56,202,ABUJA,Faculty of Social Science,14
1377,14969,55,30,1,19,70,11,40,4,38,6,54,202,ABUJA,Faculty of Social Science,14
1378,14970,56,22,1,23,44,11,44,6,52,5,62,202,ABUJA,Faculty of Social Science,14
1379,14971,57,10,1,21,53,4,46,6,54,5,48,201,ABUJA,Faculty of Social Science,14
1380,14972,58,13,1,18,49,9,50,6,54,1,48,201,ABUJA,Faculty of Social Science,14
1381,14973,59,10,1,18,48,6,56,1,48,10,49,201,ABUJA,Faculty of Social Science,14
1382,14979,65,1,1,18,56,11,44,6,50,1,50,200,ABUJA,Faculty of Social Science,14
1383,14980,66,37,1,22,44,11,54,6,54,5,48,200,ABUJA,Faculty of Social Science,14
1384,14981,67,1,1,23,42,4,62,6,46,1,50,200,ABUJA,Faculty of Social Science,14
1385,14982,68,31,1,25,66,11,44,2,41,6,48,199,ABUJA,Faculty of Social Science,14
1386,14984,70,7,1,21,56,11,47,2,54,6,42,199,ABUJA,Faculty of Social Science,14
1387,14985,71,30,1,26,48,2,48,4,55,6,48,199,ABUJA,Faculty of Social Science,14
1388,14986,72,15,1,20,47,9,52,6,56,10,44,199,ABUJA,Faculty of Social Science,14
1389,14988,74,31,2,19,56,4,44,6,50,5,48,198,ABUJA,Faculty of Social Science,14
1390,14990,76,37,1,27,48,11,47,4,44,6,59,198,ABUJA,Faculty of Social Science,14
1391,14994,80,37,1,24,42,9,47,4,52,6,56,197,ABUJA,Faculty of Social Science,14
1392,14995,81,22,2,18,56,2,52,9,42,6,46,196,ABUJA,Faculty of Social Science,14
1393,14996,82,12,1,18,50,9,60,6,34,10,52,196,ABUJA,Faculty of Social Science,14
1394,14998,84,22,1,19,58,11,44,6,50,10,44,196,ABUJA,Faculty of Social Science,14
1395,14999,85,16,1,25,56,11,56,2,46,6,38,196,ABUJA,Faculty of Social Science,14
1396,15001,87,25,1,26,44,2,53,6,50,1,48,195,ABUJA,Faculty of Social Science,14
1397,15003,89,26,1,18,52,4,46,6,46,12,50,194,ABUJA,Faculty of Education,5
1398,15004,90,2,1,21,42,2,60,9,46,6,46,194,ABUJA,Faculty of Social Science,14
1399,15006,92,8,2,26,58,6,44,1,44,10,48,194,ABUJA,Faculty of Social Science,14
1400,15008,94,7,1,22,51,4,44,6,56,1,42,193,ABUJA,Faculty of Social Science,14
1401,15013,99,2,1,18,54,4,48,6,38,5,52,192,ABUJA,Faculty of Social Science,14
1402,15014,100,28,2,19,45,2,51,9,50,6,46,192,ABUJA,Faculty of Social Science,14
1403,15016,102,3,1,17,40,4,48,6,54,5,50,192,ABUJA,Faculty of Social Science,14
1404,15018,104,26,1,19,51,4,50,6,48,1,42,191,ABUJA,Faculty of Social Science,14
1405,15019,105,25,1,21,43,4,52,6,50,5,45,190,ABUJA,Faculty of Social Science,14
1406,15020,106,26,2,15,54,2,46,6,40,10,50,190,ABUJA,Faculty of Social Science,14
1407,15021,107,7,1,25,54,11,44,2,56,6,36,190,ABUJA,Faculty of Social Science,14
1408,15022,108,28,1,21,51,4,48,6,42,5,48,189,ABUJA,Faculty of Social Science,14
1409,15023,109,18,1,20,48,11,54,2,40,6,46,188,ABUJA,Faculty of Social Science,14
1410,15024,110,27,1,20,46,6,46,1,62,10,34,188,ABUJA,Faculty of Social Science,14
1411,15025,111,18,1,23,34,4,66,6,46,1,42,188,ABUJA,Faculty of Social Science,14
1412,15028,114,25,1,17,47,4,55,6,43,1,43,188,ABUJA,Faculty of Social Science,14
1413,15029,115,22,2,18,56,4,50,6,42,1,40,188,ABUJA,Faculty of Social Science,14
1414,15030,116,18,2,18,48,4,48,6,45,5,47,188,ABUJA,Faculty of Social Science,14
1415,15031,117,37,1,21,46,11,52,6,46,5,43,187,ABUJA,Faculty of Social Science,14
1416,15032,118,22,2,20,54,9,41,6,45,10,47,187,ABUJA,Faculty of Social Science,14
1417,15033,119,14,1,24,58,11,44,6,38,1,46,186,ABUJA,Faculty of Social Science,14
1418,15034,120,18,2,19,48,2,54,6,40,1,44,186,ABUJA,Faculty of Social Science,14
1419,15036,122,23,1,17,50,6,52,1,40,10,44,186,ABUJA,Faculty of Social Science,14
1420,15045,131,9,1,19,54,6,46,1,40,10,44,184,ABUJA,Faculty of Social Science,14
1421,15050,136,11,1,18,40,4,48,6,40,1,56,184,ABUJA,Faculty of Social Science,14
1422,15056,142,7,1,20,40,4,52,6,46,1,44,182,ABUJA,Faculty of Social Science,14
1423,15058,144,25,1,22,46,11,42,2,46,6,48,182,ABUJA,Faculty of Social Science,14
1424,15059,145,20,1,22,56,4,44,6,48,5,34,182,ABUJA,Faculty of Social Science,14
1425,15061,147,7,1,28,50,6,46,5,46,1,40,182,ABUJA,Faculty of Social Science,14
1426,15068,154,31,1,22,48,11,44,2,36,6,52,180,ABUJA,Faculty of Social Science,14
1427,15069,155,31,2,19,58,6,32,1,44,10,46,180,ABUJA,Faculty of Social Science,14
1428,15070,156,11,1,26,46,2,42,9,42,6,50,180,ABUJA,Faculty of Social Science,14
